stars,text
3,'raw like sushi' offers a great choice of sushi and bentos besides having lovely deserts. Important: the sushi not just standard maki & co but somewhat creative! These facts and the good atmosphere make this place a good alternative to the growing number of sushi place in Hamburg and is definitely worth a try.
3,"If you are in Hamburg you absolutely must come to eat here, since the food here is the best!The food is so freaking amazing, the prices are great, service awesome and the ambience was perfect.I wish they could deliver to Berlin haha! I crave their bowl of pho all the time."
3,This is a very nice family owned Italian restaurant. I came here for dinner and enjoyed the cosy atmosphere. Better yet it was neither too pack nor was it too loud. The food was alright. Not the best Italian I have had in Hamburg but definitely fair in regards to value for money. The mains are ~8 euros. What I can vouch very much for though is their tiramisu. That was very good and very large! Order one and split between 2 as I did.The most surprising thing for me was this was the first time in my entire year in Hamburg thus far  that a waiter has asked me if I'd like tap water when i asked for water. This is such a rarity in Germany. Anyone that's moved to Germany will know what i mean. That in itself is deserving of an additional star hence 4
3,"We didn't book a table but they were able to find us a seat instantly in the main room. The resturant has two rooms first as you walk through the door and the section through a corridor with a display showing the special of the day behind a glass display. Both rooms were busy but not over crowded and all staff were very polite and welcoming.The restaurant is very close to a train station and in an alternative arty district.The decor is very urban and industrial but in a very stylish manner. You can tell all the details and artwork was heavily scrutinised and calculated for the right look.After much debate over the menu we ordered two beers and went with the Lamb shoulder for two at 23 Euros each this was one of the cheapest mains on the menu. We ordered two sides Chantellene mushrooms and mashed potatoe with onions.The drinks came quickly followed 20 minutes later with our mains, the lamb was served on a wooden plaque and our dishes were two wooden chopping boards with steak knifes attached by magnet. This was served with mini side salad of which you could choose the dressing and half a corn on the cob. The waitress charved the meat off the bone onto the plaque board then presented this to us on our table.The food was lovely, the meat was very tender and the sides were cooked perfectly and very tasty. We actually didnt need the extra sides as the portion was quite big. The only negative i could give was the price was quite steap however for good quality food, it will never be cheap. The mashed potatoe was fluffy with mini bits of onion and the mushrooms were sauted in butter and herbs. we orded a espresso and jager after the meal and the total was 70 Euro, not cheap but as we were satisfied this was not a problem. I would recommend this resturant but mainly for an occassion to celebrate."
4,"If you go to Hamburg, even without your kids, you must go visit this place. It is fantastic! But go there late in the evening or very early in the morning - else there will be to many tourists.Expect to use minimum 2 hours there, even though you do not think a mini-world is anything for you, this place is a must see."
4,Great place to enjoy a hearty breakfast and a nice cappuccino. The place looks nice and the staff is friendly.
4,"Believe it or not, this is the best place for university students and everyone else alike.  I bring up university because you remember how tough it was back in school to eat healthy, a good size portion, and for a good price, right?!  I rate this levels above Campus Suite for quality, because most people from school do not know about this lunch spot and end up eating at Campus Suite if they go off campus away from the Mensa (cafeteria food at school).Well this place solves all that and does it in good timing to boot! This spot is totally worthy of a five star rating!  Every type of person comes here and enjoys returning because they have a great lunch special.  Usually it is some fish or pasta of the day and it tastes so good and costs 6€ was what I paid for a tagliatelle fresh pasta with creamy tomato sauce, grilled wild salmon with herbs, and freshly grated parmesan cheese with cracked pepper to add the final touches.   If you do not have to be at work or at school within the hour, once can also stop in here and have a glass of wine.  Most of the space is standing limited, but if you can get a window seat at the bar, its nice to watch everyone walk by on the Colonnaden above. since the restaurant is located below ground level. Specialty meals can change depending on what fish or pasta they have on hand during different times, which is a nice reason to return here regularly."
4,"First of all, you probably want to make a reservation. I dropped by for dinner on a weeknight without a reservation, and they basically said ""We're completely booked but you can sit here for an hour."" I guess I should have known based on how full they were that the crepes would be really good.I had the L'Apetit, which is a standard ""ham, egg, and cheese"" galette topped with spinach, caramelized onions, and mushrooms. It tasted far better than standard, however! The galette was perfectly cooked, just a little bit crispy on the outside. The ham, egg, and cheese combination was already really good, but the toppings were all surprisingly tasty as well. Each was flavored a little bit differently and the combination of flavors (plus the crispy galette) worked really, really well.The atmosphere is like sitting in a cafe in France, so you might get a little confused about where you're located in the world! Staff are friendly and fluent in English. There's also an English menu available if you, like me, don't speak German. Prices are pretty decent at around 10 euros for a savory galette.I've had galettes in other parts of the world, including France, and this place is near the top of the list. I was too full to try out a sweet crepe, but I'd like to come back someday!"
4,Loved this place. Was so cute inside and the tapas were awesome! Def coming back again maybe during the happy hour when the food is discounted. Can't go wrong with this place. Highly recommend.
4,"Good food good service good prices. I would definitely come back when in town. Not the best of areas, but if you're close to the station, it's worth a visit."
3,"My wife and I haven't eaten at too many Italian restaurants in Hamburg since we first moved here, but enough to feel like pizza here just isn't very good. It seemed like most restaurants liked to reheat some version of a frozen pizza or just some other variety that just didn't taste authentic, or really very good for that matter.We were beginning to lose hope, thinking that we had to travel to Italy constantly to get good pizza (which obviously isn't a bad thing at all, especially since plane tickets aren't too bad from here). For the times we don't feel like leaving Hamburg but really want pizza, Grazie a Dio for Luigi's! It's the best tasting pizza we've tried, and the most authentic thus far in Hamburg.  All of the pizzas are very good (especially the pizza parma) and cooked in a large indoor wood-fired oven! I love that! Lunch menu portions, which are served around 12pm to 3pm Mon. - Fri. are just the right size per person at an awesome deal of 5€ per person with a small drink. Off-weekday-lunch hours the pizzas are almost double the price, but also probably 1.5 times the size...so there's that. My wife and I actually struggled to finish two pizzas on a lovely summer afternoon in Hamburg and had to box about a half of a pizza to take home. We will continue to try new pizza places throughout our new home, but we're glad to know that we have a really good place to come back to again and again."
3,"Delicious burgers and amazing cheesecake. They weren't really lying when they advertise the cheesecake as being the best in the world. Oh, and some pretty good beer here too.When it's crowded you can expect to wait quite awhile to get your food (like almost an hour...so it's best to be in good company and feel like drinking a couple of beers), but when it's not you'll receive your food in a reasonable amount of time.We've tried a number of burgers here, The Rock (my fav so far), the Filthy Harry, Da Woiks, The Jack (which has blue cheese dressing(?)), and the Dr. Zian. All of the burgers are served on toasted English muffins and the meat patties are juicy, flavorful, and as big as a baseball! The burgers are also served with a generous amount of tasty fries.My rules to adhere to when dining here: if it's too crowded then leave (unless you don't mind waiting a long time to get your food), but if it's not too bad and you can easily find a seat, then you should really dine here."
2,"We thought it was a regular sit-down type of restaurant when we first popped in before we realized it was just a much nicer fast food burger joint than we had back home. The menu isn't super descriptive and I don't speak German, but I was able to make out some of it from the online menu and photos.I got the regular size (one patty) JB Champignon, which came with mushrooms, cheese, and sautéed onions. I decided to make it a combo with their freshly made lemonade and garlic bread instead of fries, because I had never seen it as a side to a burger before (not thinking there would be an excessive amount of bread). I'm a big eater but the burger turned out to be larger and wider than I had expected, so I was glad I only got the one patty instead of two. These are the kind of burgers you might want to eat with a fork and knife! The burger also came with lettuce and, unexpectedly, this creamy, mayo-based type of sauce, which was good but got to be overwhelming and very heavy near the end. I ended up scraping some of the sauce off the bun and then later gave up on the bun to eat most the garlic bread instead.Like some other restaurants in Europe, my husband had to pay extra for ketchup, which was their own chain brand that came in a big packet. I also took a couple sips of his Fritz-kola, which is a soda brand made in Hamburg. My husband was also very stuffed with meal (I think he got a two-patty JB BBQ, but I can't remember).We were both really impressed with some of the people around us who were licking their plates clean. It seemed to be a pretty good bang for your buck, though more expensive for us in general with the conversion rates from Canadian into Euros. Clean washrooms, quick and fast service, less waste because of the real cutlery and plates they give you - I can see why this place/chain is so popular!"
4,The best chicken sandwich I've ever had was from here! Super cute little cafe with delicious food. The staff is very friendly and service is great! It was right in the main area of Hamburg so very easy to find. I highly recommend!
4,"If you have ever wondered what it is like to be in India then Jaipur Indian Restaurant is the place to go! Once you walk in you are transported by the smells, the decor and they friendly staff. The carved wood chairs and the music set the mood as you sit down and are presented with a list of mouth watering delicacies. You will want to try them all and you should. I found the best way to experience Jaipur is to come with a group of friends and order a range of different dishes and share it family style. This way you get a little taste of everything so when you decide to come back again you know exactly what you want. The spices, the textures, the flavors, it all combines in your mouth and it leaves you wanting more. Even if your mouth has a 4 alarm fire going on you can wash it down with a cool, creamy, mango lassi! The cold yogurt drink put the fire out while still being able to enjoy the flavors you love. The staff is just the icing on the cake. One of the most friendliest, helpful, and quick staff I have come across in a long time. The prices are average and if you want to make a night of it I would suggest heading over to the English Theatre for a show or walk down the street and party the night away with some cosmic bowling! Jaipur Indian Restaurant is a must! I expect all of you to be lining up at the door the next time I visit."
3,StrandPauli has a great location at the Hamburg harbour. Its a great place to hang out in the beach chairs enjoying the sun. The service was unfortunately a bit slow especially compared to the amount og people. And it would be nice with some heating lamps and blankets for sundown. Prices were reasonable. I'll be back!!
4,Authentic Indian food! Especially the naan! The portion size was also perfect. Only thing that was a bit irritating was the limited sitting space.
4,Fisch & co. serve up tasty fresh fish with multiple choices. You can eat inside or outside. It has a really rustic feel and is on the oldest street in Hamburg. The staff is friendly and prices are good.
3,Recommended for high ambiance and good food.
3,"first time here. Came with a group of people, actually 20 people. Really great for group. Food is great. I order extra no 4, it was pork and lamb skew mix with fries. The meat was nicely grilled. The guy next to me ordered a lamb plate, also looking really good. Probably gonna try it next time. Well, what is funny is I just found out lemonade in Germany is actually sprite. Well maybe I will try beer here next time."
4,"Karls is just awesome! I grew up going loads to ethiopian restaurants and having lots of ethiopian food so when the chance came to go along with a group to have some injera, I was immediately on that train.It is a small family owned and run restaurant that gives you a very cozy and homey feeling. Alex greets you with a smile when you get in and engrosses you with very interesting stories about origins and history of the food all through the meal as he brings dishes. He really cares about where his ingredients come from and its very evident when he speaks about it. On display are lots of spices, coffee, some baskets from Ethiopia and books next to the windows all centering round the theme of Ethiopia. Some of the coffee and teas are even available to buy.  We got a couple of mixed platters which came in the typical style I'm accustomed to. A large circular tray covered with an injera base with meats, vegetables and sauces on top for a couple of people to share together in a communal style of eating. Additional injera was also brought to eat. Everything was absolutely delicious from the bean sauce to the egg, mince etc. We all ate so much that at the end of the meal we had to seat back and relax for a bit before getting up. If that isn't an indicator of a great meal, I don't know what is. As it is both a cafe and ethiopian restaurant, also available are some cakes; the cheese cake looked good but I was just too full to try any and other treats you'd find at a cafe available.As we were in on a Friday night, we also got to experience the coffee making ceremony which they do only on Friday and Saturday nights so I'd recommend making a reservation and coming on those days if you would like to see it. The coffee beans are roasted as per the ceremony and coffee made for you to drink post-meal using the beans."
4,"Had the Homemade dumplings--Maultashen, spatzle soup,caraway bread and a chocolate brownie w vanilla ice cream. High quality outstanding meal in a small unassuming setting. Everything homemade.  An outstanding meal."
4,"delicious ramen! perfect ramen texture, tasty soup with fresh ingredients. fast service and affordable pricing."
4,"I used to go to this place very often when I lived in St. Georg. A little hidden in a sidestreet next to the famous ""Lange Reihe"", this is the coffee shop to go on your walk around the district. It is small, intimate,  friendly and very cozy. The prices are okay. Not very cheap of course, but affordable compared to shops like Starbucks or Balzac (the latter is around the corner and by far the wrong choice). They offer a nice choice of small snacks, candy, soda, pastries and ... of course... coffee which comes in two sizes. Ever since I left Hamburg, I returned every once in a while only to find out that nothing has changed in Peaberries which definately is a good thing here.They have rather restrictive opening hours and only very little place for seating. I suppose it is more of a ""coffee to go"" shop. Many people chose to sit on the benches outside by the Gurlittstr. which happens to be quite a nice promenade near the Alster."
3,"Now, I was a bit apprehensive about how much I would enjoy this and how much time I could actually spend looking at miniature figures but, I surprised myself on how facilitating it all was.  All these tiny figures painted and positioned in such detail.  Every time you looked at something different you were stood for a while taking it all in.  Then you would spot something quirky going on like a naughty couple in the car or a random dinosaur lurking somewhere so then you start a little hide and seek to see what else you can find that no one else may have spotted.It isn't just figures standing around either.  Hit the buttons nearby to activate movement in certain areas.  Again, sometimes this took a while to spot what was actually moving/changing so absorbed more of your attention and time.The time, detail and effort put into everything is truly amazing and I think everyones favourite is the airport where you can want planes landing and taking off (I kid you not!).  There are things there that just make you stop and look and look and somethings which make you laugh.  You will be wandering around in here for some time and, depending on how busy it is, you will be surprised about how much time you actually spend in here.We came a little late in the evening so had to quickly move through the last part however, I know we could have spent another half hour there on just that bit having been there for probably 1 hour before hand.  We were able to move through fairly reasonable pace but if it is busy, I can imagine you would easily double this time.As they are adding countries and places to this all the time, I'd imagine you could come back in a few months to see more and spend equally as much time in here."
2,"This is one of my favorite cafes around the area where I live. Coffee is decent (I generally have the soja cappucino) but their food is the real deal. Great to have a small bite or for brunching during rainy days. I recommend their soups and their vegetarian quiche. Additionally they have free wifi, making it a great alternative to Starbucks if you need a place to read or work. If you are in the area, check it out!Mucho love,D."
4,"I love, love, love Loving Hut! I come here for dinner at least once a month. Although the service can be a bit slow (this place gets packed and it's family run, so sometimes there's only one guy in front), the food can't be beat and it's well worth the wait. I've tried a lot of things on the menu and enjoyed them all, but I always come back to the summer rolls and the pho. Speaking of the soup, never will you have a better meatless pho, and even before I became a vegetarian I would've said this is the best in Hamburg regardless of animals protein content. So, whether you eat meat or not, this place is highly recommended!"
4,"Excellente. Had a superb porcini mushroom (Steinpilz) tortellini in a light cream sauce, washed down with a lovely glass of pinot grigio. I rarely order vegetarian meals but this was excellent and one of the best pasta dishes I've ever had. The restaurant is modern and stylish. The service is friendly and very professional. I was there midweek and didn't need to book a table but I'm sure weekends are very busy. I'd love to go back when have a bigger appetite and have several courses."
4,"A very cute cafe with delicious drinks and pastries! Came here last week to meet some friends for coffee and I'm so glad they chose this spot! I had their filtered coffee and a piece of one of their in house baked cakes ( almond cake?). Both items were very tasty! The staff was super friendly and was quick to make my coffee! I was told that they make most of their pastries and cakes in house and looks like all their offerings are delicious. They had the cutest cookies and petit fours next to the register and I was tempted to buy them all! Actually later that night I got to try some more of their cakes and pastries! We tried a piece of their blueberry cheesecake which was really tasty. We also had an assortment of chocolate treats which were equally as good! There was one treat that was like a salted caramel chocolate tart...sooo good!Highly recommend this place to catch up with a friend over great coffee and delicious sweet treats. Also, this place takes only cash!"
3,"A very nice place in a fast changing Barmbek, Hamburg.  We had Flammkuchen (German/French pizza without tomato base) and it was very nice.  Nice beer from draft and service very friendly (we were served by Korean-German waitress and she was very helpful).  TRUDE is located near the Osterbekkanal right next to a very interesting museeum (museum of work: where else outside of Germany could you find such a museum ...?). There are other typical German, but also international and vegetarian options on the menu.  At night a nice place to sit outside."
3,"This is a Korean restaurant. Why there also happens to be sushi on the menu too is completely baffling. This is pretty obvious from how much more Korean food is on the menu than sushiI chose to go with a classic. It's hard to ever go wrong with bibimbap. Good food portion, really good sauce and an authentic bibimbap. I was pleased. I shall return to try the rest of the menu, mostly likely their bulgogi"
1,"The sushi and other plates here aren't at all good tasting. There's a 20 euro ""all you can eat"" deal where you sit at a rotating table and grab dishes. It's not a waste of money (since unlimited food), but I couldn't say I thought any of the dishes had much flavor. The fish is low-quality, the rice is okay, and the presentation is kinda sloppy. There's not great sushi in Hamburg, but there's definitely way better sushi than here."
4,"Charming space. Great atmosphere. Friendly staff. Warm and welcoming. Efficient service. Fantastic seafood. Great drinks. Reasonably priced. Classy, but not at all stuffy. The Labskaus was excellent. It's kind of like a seafood tartare. Lovely. Excellent soups and sauces. Highly recommended. Would definitely return."
4,"Wow, what a delight. We went there for dinner and opted for the full 8 course menu. The whole concept is around using some innovative techniques and bold flavours in delicate dishes. The highlights were some veal with chickpeas and ananas. Amazingly powerful and delicate. Wagyu Beef with topinambur and truffles, this was just wow. The rich and melting meat with the truffles were perfect together. Another great dish was some sorbet served in Champagne. I am not a huge fan of Champagne, but combined with the sorbet it worked perfectly. Combined with some great wines and good service this was a very memorable evening. I can only recommend this place."
4,"I like this place! Friendly people, associates and their coffee is great, salads tasteful and their bagels are 100% OK. Worth a visit and enjoy it!"
4,That was definitely the fastest served burger i've ever had. It was also tasty. Fries could be better though. Still 5 stars because i enjoyed the burger and dont care about fries.
3,"Busy little Mexican bistro but inviting to step inside! Menu options are basic but have all the necessary ingredients to get your Mexican taste buds watering. The only thing missing at a glance was fish tacos or a shrimp option. Otherwise it seemed that the more simple the better!They offer nachos, burritos, quesadillas, and enchiladas. You can order veggie, vegan, tofu, chicken, steak, beef, or even chorizo fillers/toppings along with a variety of typical sides such as rice, beans, cheeses & several sauces. There is a sign that states: If we do not serve you within 10min, you'll be served in 15-20min, we are doing the BEST we can!!! Fair enough, but even with such a warning, the smells and your hunger wear down your patience as you sit feeling famished and eager to eat! The service is so friendly one does not complain, but when your food finally comes to the table, you dig right in!!! The portions are huge and the burritos are fresh & tasty :-) It reminds me of a German version of the U.S chain, Chipotle but without seeming sooo franchisey (I made up that word just now) Order a side of sour cream & salsa then enjoy!!!"
2,"A nice atmosphere, with running sushi, was kinda full, but still good sushi."
3,"Dubara is apparently ""the best kebab shop in Hamburg"". This is more of a folk-lore thing amongst my friends then an official claim, but of course, I had to test this theory out. OK - I have to be honest here, due to the baffling popularity of doner in continental europe, you're never going to get quite a good a kebab in France/Germany/Holland etc. as you will down the curry mile in Caspian's, Manchester (check out the reviews!!), but this place isn't bad at all. They do a special with coated nan with some sort of pizza sauce, all wrapped cylindrically, so you can eat it length-ways. This is important as any kebab-lover can attest. This monster will set you back EUR 3.70, although there are cheaper options, including a kebab with chips actually in it. I must try this. They also sell beer as everywhere here, and the staff are funny, so give it a go."
3,"Good place for a few drinks Nice Sofas (best for smaller groups of 3/4 on the one couch - bit difficult to talk across them) Or there's plenty of room to stand or take a stool at tables near the bar. Reasonable prices, enough room There's benches outside as well if you'd rather that in the summer"
4,"I've walked past this place at lunch time, and there's always a line out the door. I finally tried it today, and wow!! Excellent tasting ice cream. Very very fresh. You should go here if you're in the area and looking for dessert!"
1,"In the 'Portuguese' area of Hamburg, a large restaurant serving Portuguese food.  We were asked if we had booked so thought the restaurant must get very busy (it wasn't at the time we got there).  We were shown to a table in a reasonably empty restaurant.Felt the menu was a bit 'samey' and struggled a little to find something 'exciting' to eat.  Leaving the starters and go straight into the mains.  The food was OK but nothing to shout about.Staff were very friendly thought and accommodated my typical English and 'not speaking any other language'.  The restaurant never became busy so not sure about the fuss of 'have you booked'.  Probably would not rush back here but OK to come back if I had to."
3,"I give Xeom a solid four stars. It would be five, except that I really like Vietnamese noodle bowls (Bun), and theirs is pretty mediocre. The noodles are extremely thin and flimsy, and clump together in the bowl. If you like soup (Pho), though, then you're in good shape. Theirs is delicious (I had the chicken soup). There isn't much spice in the food, but there is a bottle of Sriracha on the table if you need a kick.The menu is pretty standard Vietnamese, with the aforementioned noodle bowls and soups, along with some salads and other specialty dishes. They have a large selection of drinks; I had the lemonade last time I was there, which was nicely presented and delicious.The dining room is small and cramped, and they're frequently packed for mealtime. We arrived around 12:30 for lunch and didn't have trouble getting a seat, but it gets packed around 1 PM. The chairs are all stools, and there are no coat racks, so you kind of have to make do if you have a coat with you.The staff is nice, and seems to all speak English, in case you need an assist. The prices are very fair. Overall, one of the better dining options in the city, just wish their Bun was tastier."
2,Good service. This place is well located and not over prices despite being across road from train station. Wasn't crazy for the pilsner beer I had but good selection. Food looks good from what I saw on other tables. Not a bad stop off but you feel like moving on from here eventually...
3,I had Mezze for lunch and I was more than pleased with my choice. The taste and presentation were tops and the portions were pretty decent. Very cozy restaurant and very friendly staff. Tip: it could potentially have mote tables
2,"Cute place for drinks and dinner!We sat inside immediately and started off with a glass of riesling and a cider as we reviewed the menu,Looks like this place is more popular for brunch as the pictures in yelp show an impressive brunch spread. The menu is mainly german fare. With a lot of noodle dishes. There was a tapas section and so we ordered the the baked cheese with honey to start. For our entrees, we ordered the noodles with turkey breast and mushroom sauce.The starter - was really good! The combo of sweet and savory for the baked cheese on bread was a great way to start our meal and I'd highly recommend it. The starter can be quite filling so I think it's best to share this with 4 people. We were only 2 so we were definitely stuffed after finished the starter and our mains. For our entrees, we received the cooked pieces of turkey breast with the mushroom sauce over it and had a bowl of noodles that came separately. They cooked a 2 person of noodles for us so that was nice. So you add the noodles with the turkey and mushroom sauce as you see fit. It was really good but very filling. I had to get a little to go box as I think the cheese and noodles filled me up! Next to pay, this was the first time we actually had to get up and pay in the front. We were waiting around for a while trying to get the attention of our waitress only to have her politely tell us we are suppose to pay in the front. We were more used to paying at our table but here just remember to pay in the front or you'll be waiting around for awhile.I'd come back to try the brunch and enjoy a beer or two!"
2,"5EUR entry costcheesy music... the kind of music you'd only expect to hear in german clubsi mean 80s and 90s music mixed with last year's songs and a bit of bob marley then some ABBA.The DJ thinks that by mixing, he's supposed to mix styles and songs...ok you get my point: Music - BADbut at least its full, its funnythere are a lot of people, which means a lot of weird people too. I am not sure id be back... not really my type of club but if u were rejected entry in the other hip clubs, try it out... you'll have a laugh"
4,"The best just got a lot better. Great, brand new restaurant that comes with a neat design and lots of new perks. Buns bakes in house, beef butchered in house, plus steaks (stunningly good) and a couple of neat new menu items. Obviously, the team is just warming up to the new place and things don't always happen at top speed, but then again it's fun to see them start up and help them iron out kinks by providing feedback."
2,"I don't normally go out for asian food (apart from sushi) since it has a tendency to either be meat-based or spicy (none of which I eat), but decided to take a shot at joining my coworkers for lunch here. I had the saitan dish - not that I had any choice whatsoever as it was the only vegetarian dish on the menu. The waitress warned me that it would have a ""basic spiciness"" but seeing as it was either that dish or no dish, I ordered it anyway. HOLY MOTHER JESUS OF NAZERETH THIS THING WAS SPICY. And delicious. And spicy. Too spicy. I couldn't finish my meal - had to run over to the bakery to pick up an egg sandwich instead. Have IBS like me? Don't go here."
3,"This bar is in ok. Giving 4 stars for the reason I once reviewed this place as another bar :D So, I suppose, this place has no face. It is just an ok bar with sofas and cheap drinks. It is a great place to go in between, but I would never say smthn like: Oh, lets go to the Roosen today!:)"
4,"This is a once in a life time experience!That was the best thing i have done in Hamburg since i got here.... Dialog in Dunkel offers you the chance to experience life as a blind person.Depending on the course you choose, you can spend between 1/2 and 1 h (i presume) in complete darkness - dunkel - being guided by a blind person through different rooms. Each room has a different theme, which you explore using your hands and other senses be it hearing or smelling.. you even get to a bar where u need to pay for your drinks this is something everyone in hamburg should do..."
4,Comfortable and minimalistic place with a cozy atmosphere. Friendly waitress and nice coffee and chai latte. Definitely recommendable for a quick pitstop during shopping!
4,"Mix with the locals and treat yourself to a phenomenal casual weekday lunch or early dinner at Fischfeinkost Delikatessen des Meeres (which roughly translates to: Fischfeinkost delicacies of the sea). This place is absolutely phenomenal! If you're a foodie, you have to check it out. If you're not a foodie, you should still check it out. The reviews are super impressive and very well deserved, and popular with the locals it is. Always a great sign, right?Ok, so here's the deal: you enter the space down a few stairs from the street level. You order your dish and a drink at the counter. The place is made up of a pretty cramped connection of tiny rooms with only a few tall tables around. Some with stools. Most without. But in pleasant weather, the great majority of folks are outside on the open sidewalk umbrella-covered tables that are pretty much full of people either enjoying their food or waiting for their food. When they have a bunch of dishes ready, they put them out on the counter and ring a bell. What? No, I'm not kidding. Then a bunch of customers just swoop right in and grab their dishes. Apparently everyone is a regular and already knows the drill, but I still have no idea how people know who gets what or when that bell ring is for them or not. Just bizarre, but it certainly seems to work. These are very happy diners, for sure. Luckily for me, the counter-lady was really sweet and clued in this rather clueless American when my dish was included in which bell ringing round.I had ordered the seafood lasagna w/carpaccio. Sounded amazing, and it certainly was. OMG. Happy me! Delic!! Lovely fresh pasta and veggies in a somewhat deconstructed lasagna style with a lot of yummy broth. Somewhat soupy. Just fantastic. The other dish available that day was a swordfish with potatoes on a bed of greens. Looked amazing and appeared to be the most popular. The Chef creates the menu each day of only 1 or 2 dishes, based on the freshest ingredients available in the markets that day. Brilliant! Simple concept. Simple food. Nothing fancy. Just fantastically prepared super fresh big plates of homey food. Everyone brings out their own flatware/napkin/drink to their tables, picks up their own dish from the counter when ready, and self-busses and drops off their dirty plates when they're done. Highly highly recommended!"
4,"Beautiful venue both inside and outside - has both indoor and outdoor seating, chilled out lounge area, the type of place you'd make your second home if it was your local :-) Great thin crust pizza, excellent beer selection, very reasonably priced. Seemed like a popular place to take your date on Thursday night as we were surrounded by couples. definitely will be back!"
4,"Good food and great service. I would have given this place 4 stars but added one star for the owner/chef who was personally serving us; this guy is great and funny too. It is a small place and so not good for big groups. They have a set menu (which supposedly changes every week or so) but if you like seafood, you should try it. The price is OK for Hamburg."
4,"A cosy place, next to u2 Hauptbahnhof. From ordering to getting food is just in a short while. Totally in  with their chicken avocado bowl. Absolutely recommend this place for everyday healthy lunch"
4,"Have been to this place a handful of times now and the experience never gets old. It's one of those you have to be appreciative of where you are type deal. Literally if you blink you will miss this place bc it's so small but the intimacy will never fade. Hands down some of THE best drinks I've had my entire stay in Germany. Service is impeccable and they also have a coat check. Hope that smoking is not an issue because they smoke indoors with the windows closed. This place is great to let your hair down without having to do the club two step of prepping, dressing up, meeting a guy/girl. You can just come here in regular clothes, grab a drink and make a new friend since you will more than likely be bumping into people even though you may not have been planning to."
4,"This place rocks! A great beach bar with a great Hamburg vibe. It's more off the beaten track than the inner-city beach clubs, and the vibe here is chilled and ""real"". Try the matjes-brötchen (matjes herring rolls), they're lovely, and I get told by Hamburg colleagues they are some of the best in town. A real bonus is that you get the nice evening sun here."
3,"Had a late lunch here with family after an appointment at UKE. Service was great and we ordered a biryani, baingan bharta and Punjabi paneer. All three items were very delicious. I will go there again on a special occasion."
4,"Wow! That's all I can say- this place was phenomenal! The ambiance, the staff and the food- OMG the food! Some of the best and freshest Sushi I have ever had. The ambiance of the place is fantastic- load but not too much, the staff great and watching the chefs cook in open kitchen helped make a great meal even better. 3 of us ate a literal boatload of Sushi and had a very nice bottle of wine, and it was only €50 a head."
2,this parlour is open all year round.strawberry ice-cream is recommended.don't go to tiramisu.
3,"Good! Maybe feels a little too casual, caféteria-like for the price level, but food quality was really delicious."
3,"Proper Irish pub. Went there once with a friend, had light snack and guinness. Beer is fantastic but food is bit too heavy. Place is quite small and dark but have good atmosphere and sometimes live Irish music."
3,"Great spot to hang out, just off The Reeperbahn and away from the craziness. They play great music, the bartenders are fantastic and the crowd are a good bunch. Since it is just off The Reeperbahn, it is GREAT people watching.....just park yourself by one of the windows, grab a drink and peer out at the mix of locals, tourists, hookers and the rest of the lot. You can easily waste away hours drinking and dancing (if there's room). I HIGHLY recommend when you inevitably find your way to this delightfully seedy part of town."
4,"We ordered chili cheese fries for appetizer off the board. I had The Jack, it was delicious. The meat was cooked at perfect temperature and they put a pretty good amount of cheese. I was afraid the blue cheese would be too strong but it wasn't. I added an egg on my burger for the hell of it. The bread they use are English muffin which is a nice change."
3,"Food: 5 stars    Value For Money: 5 starsIt only loses a star because the place has a grungy feel (the total look, the feng shui, as well as the feel of the table tops) but otherwise what you get for your Euros is completely superb.   The sheer variety of salad thingies that go on your falafel plate or into your wrap are just so tasty, so nurturing - - eating here keeps you alive in spades, on high octane.   And the smear of hummus,  and the droozle of tahini - - a bit of olive here and multiple veggie assemblages there,  this is flavor and substance and nutrition in heaping, power-pack format.   And those aromatic, hot falafels on a cool, multi-aspected salad plate - - the concept is knock-out, and the guys behind the counter are fast and adept.   Really, really good tucker."
1,"For my (maybe spoilt?) liking sadly the most boring breakfast throughout the whole Schanze. I refer to the Kostbar süß (sweet) now which had the character of a loveless canteen meal: tiny plastic packs of honey (1), Nutella (1), jam (1), cream cheese (1) and butter (1) slapped on a plate.Plus 2 biiiiig, flavourless rolls and a tragic slice of tomato, melon and cucumber. For the price of this (approx. 5 Euro without a coffee) I've had many much better breakfasts around town. Quite a letdown being only topped off by the bored and inattentive waitress. (- And they follow this pattern during the summertime, too, when you wish to sip a beer outside You could do a runner five times until these girls come to collect your money or orders.)"
3,"Trendy, cozy, chilled. Several standard drinks served on a high quality level make your night at this place. Enjoy yourself and your crew in between well off people of any age. The music is easy to listen and even if the place is crowded it is quite easy to keep talking and even more important listening ;-) The bartenders are really pros and they give you the drinks in a good mood and in a very reasonable time. You are looking for a place for a easy evening? Then this is the place you should truly consider.One star is missing because service time is reasonable, not best effort at any time."
